proj,id,trigger_exceptions,patch_changes,buggy,original
Math,60,org.apache.commons.math.ConvergenceException,org.apache.commons.math.distribution.NormalDistributionImpl:cumulativeProbability:[double x]:double,org/apache/commons/math/analysis/interpolation,src/test/org/apache/commons/math/analysis
Math,60,org.apache.commons.math.ConvergenceException,org.apache.commons.math.distribution.NormalDistributionImpl:cumulativeProbability:[double x]:double,org/apache/commons/math/analysis/polynomials,src/test/org/apache/commons/math/analysis
Math,60,org.apache.commons.math.ConvergenceException,org.apache.commons.math.distribution.NormalDistributionImpl:cumulativeProbability:[double x]:double,org/apache/commons/math/analysis/integration,src/test/org/apache/commons/math/analysis
Math,64,junit.framework.AssertionFailedError#junit.framework.AssertionFailedError,org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer:getChiSquare:[]:double#org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer:doOptimize:[]:VectorialPointValuePair,,
Math,75,junit.framework.AssertionFailedError,org.apache.commons.math.stat.Frequency:getPct:[Object v]:double,,
Math,87,junit.framework.AssertionFailedError,org.apache.commons.math.optimization.linear.SimplexTableau:getBasicRow:[final int col]:Integer,,
Math,88,junit.framework.AssertionFailedError,"org.apache.commons.math.optimization.linear.SimplexTableau:getDecisionVariableValue:[final int decisionVariable]:double#org.apache.commons.math.optimization.linear.SimplexTableau:divideRow:[final int dividendRow, final double divisor]:void#org.apache.commons.math.optimization.linear.SimplexTableau:getSolution:[]:RealPointValuePair",org/apache/commons/math/linear,org/apache/commons/math/linear/decomposition
Math,88,junit.framework.AssertionFailedError,"org.apache.commons.math.optimization.linear.SimplexTableau:getDecisionVariableValue:[final int decisionVariable]:double#org.apache.commons.math.optimization.linear.SimplexTableau:divideRow:[final int dividendRow, final double divisor]:void#org.apache.commons.math.optimization.linear.SimplexTableau:getSolution:[]:RealPointValuePair",org/apache/commons/math/stat/clustering,org/apache/commons/math/linear/decomposition
Math,88,junit.framework.AssertionFailedError,"org.apache.commons.math.optimization.linear.SimplexTableau:getDecisionVariableValue:[final int decisionVariable]:double#org.apache.commons.math.optimization.linear.SimplexTableau:divideRow:[final int dividendRow, final double divisor]:void#org.apache.commons.math.optimization.linear.SimplexTableau:getSolution:[]:RealPointValuePair",org/apache/commons/math/ode,org/apache/commons/math/ode/nonstiff
Math,89,java.lang.ClassCastException,org.apache.commons.math.stat.Frequency:addValue:[Object v]:void,,
Math,94,junit.framework.AssertionFailedError,"org.apache.commons.math.util.MathUtils:gcd:[int u, int v]:int",,
Time,1,junit.framework.AssertionFailedError,"org.joda.time.Partial:Partial:[DateTimeFieldType[] types, int[] values, Chronology chronology]:null#org.joda.time.field.UnsupportedDurationField:compareTo:[DurationField durationField]:int",,
Time,2,java.lang.IllegalArgumentException,"org.joda.time.Partial:Partial:[DateTimeFieldType[] types, int[] values, Chronology chronology]:null#org.joda.time.Partial:with:[DateTimeFieldType fieldType, int value]:Partial#org.joda.time.field.UnsupportedDurationField:compareTo:[DurationField durationField]:int",,
Time,7,org.joda.time.IllegalFieldValueException#org.joda.time.IllegalFieldValueException,"org.joda.time.format.DateTimeFormatter:parseInto:[ReadWritableInstant instant, String text, int position]:int",,
Time,11,junit.framework.AssertionFailedError,,,
Time,16,junit.framework.AssertionFailedError#junit.framework.AssertionFailedError#junit.framework.AssertionFailedError#junit.framework.AssertionFailedError#junit.framework.AssertionFailedError#junit.framework.AssertionFailedError#junit.framework.AssertionFailedError,"org.joda.time.format.DateTimeFormatter:parseInto:[ReadWritableInstant instant, String text, int position]:int",,
Mockito,8,java.lang.StackOverflowError,org.mockito.internal.util.reflection.GenericMetadataSupport:registerTypeVariablesOn:[Type classType]:void,org/mockito/internal/creation/cglib,src/org/mockito/internal/creation
Mockito,8,java.lang.StackOverflowError,org.mockito.internal.util.reflection.GenericMetadataSupport:registerTypeVariablesOn:[Type classType]:void,org/mockito/internal/creation/util,src/org/mockito/internal/creation
Mockito,8,java.lang.StackOverflowError,org.mockito.internal.util.reflection.GenericMetadataSupport:registerTypeVariablesOn:[Type classType]:void,org/mockito/internal/creation/cglib,src/org/mockito/internal/creation/jmock
Mockito,8,java.lang.StackOverflowError,org.mockito.internal.util.reflection.GenericMetadataSupport:registerTypeVariablesOn:[Type classType]:void,org/mockito/internal/creation/util,src/org/mockito/internal/creation/jmock
Mockito,8,java.lang.StackOverflowError,org.mockito.internal.util.reflection.GenericMetadataSupport:registerTypeVariablesOn:[Type classType]:void,org/mockito/internal/exceptions/stacktrace,src/org/mockito/internal/exceptions/base
Mockito,8,java.lang.StackOverflowError,org.mockito.internal.util.reflection.GenericMetadataSupport:registerTypeVariablesOn:[Type classType]:void,org/mockito/exceptions/stacktrace,src/org/mockito/internal/exceptions/base
Mockito,8,java.lang.StackOverflowError,org.mockito.internal.util.reflection.GenericMetadataSupport:registerTypeVariablesOn:[Type classType]:void,org/mockito/internal/creation/cglib,test/org/mockito/internal/creation
Mockito,8,java.lang.StackOverflowError,org.mockito.internal.util.reflection.GenericMetadataSupport:registerTypeVariablesOn:[Type classType]:void,org/mockito/internal/creation/cglib,test/org/mockito/internal/creation/jmock
Mockito,8,java.lang.StackOverflowError,org.mockito.internal.util.reflection.GenericMetadataSupport:registerTypeVariablesOn:[Type classType]:void,org/mockito/internal/exceptions/stacktrace,test/org/mockito/internal/exceptions/base
Mockito,11,junit.framework.AssertionFailedError#junit.framework.AssertionFailedError,org.mockito.internal.creation.DelegatingMethod:hashCode:[]:int#org.mockito.internal.creation.DelegatingMethod:equals:[Object obj]:boolean,org/mockito/internal/exceptions/stacktrace,src/org/mockito/internal/exceptions/base
Mockito,11,junit.framework.AssertionFailedError#junit.framework.AssertionFailedError,org.mockito.internal.creation.DelegatingMethod:hashCode:[]:int#org.mockito.internal.creation.DelegatingMethod:equals:[Object obj]:boolean,org/mockito/internal/invocation/finder,src/org/mockito/internal/invocation
Mockito,11,junit.framework.AssertionFailedError#junit.framework.AssertionFailedError,org.mockito.internal.creation.DelegatingMethod:hashCode:[]:int#org.mockito.internal.creation.DelegatingMethod:equals:[Object obj]:boolean,org/mockito/internal/util/collections,src/org/mockito/internal/util
Mockito,11,junit.framework.AssertionFailedError#junit.framework.AssertionFailedError,org.mockito.internal.creation.DelegatingMethod:hashCode:[]:int#org.mockito.internal.creation.DelegatingMethod:equals:[Object obj]:boolean,org/mockito/verification,src/org/mockito/internal/verification/api
Mockito,11,junit.framework.AssertionFailedError#junit.framework.AssertionFailedError,org.mockito.internal.creation.DelegatingMethod:hashCode:[]:int#org.mockito.internal.creation.DelegatingMethod:equals:[Object obj]:boolean,org/mockito/internal/reporting,test/org/mockito/exceptions
Mockito,11,junit.framework.AssertionFailedError#junit.framework.AssertionFailedError,org.mockito.internal.creation.DelegatingMethod:hashCode:[]:int#org.mockito.internal.creation.DelegatingMethod:equals:[Object obj]:boolean,org/mockito/internal/exceptions/stacktrace,test/org/mockito/internal/exceptions/base
Mockito,11,junit.framework.AssertionFailedError#junit.framework.AssertionFailedError,org.mockito.internal.creation.DelegatingMethod:hashCode:[]:int#org.mockito.internal.creation.DelegatingMethod:equals:[Object obj]:boolean,org/mockito/internal/util/collections,test/org/mockito/internal/util
Mockito,11,junit.framework.AssertionFailedError#junit.framework.AssertionFailedError,org.mockito.internal.creation.DelegatingMethod:hashCode:[]:int#org.mockito.internal.creation.DelegatingMethod:equals:[Object obj]:boolean,org/mockitousage/annotation,test/org/mockitousage/basicapi
Mockito,12,java.lang.ClassCastException#java.lang.ClassCastException,org.mockito.internal.util.reflection.GenericMaster:getGenericType:[Field field]:Class,,
Mockito,22,java.lang.RuntimeException,"org.mockito.internal.matchers.Equality:areEqual:[Object o1, Object o2]:boolean",org/mockito/internal/exceptions/stacktrace,src/org/mockito/internal/exceptions/base
Mockito,22,java.lang.RuntimeException,"org.mockito.internal.matchers.Equality:areEqual:[Object o1, Object o2]:boolean",org/mockito/internal/invocation/finder,src/org/mockito/internal/invocation
Mockito,22,java.lang.RuntimeException,"org.mockito.internal.matchers.Equality:areEqual:[Object o1, Object o2]:boolean",org/mockito/internal/util/collections,src/org/mockito/internal/util
Mockito,22,java.lang.RuntimeException,"org.mockito.internal.matchers.Equality:areEqual:[Object o1, Object o2]:boolean",org/mockito/verification,src/org/mockito/internal/verification/api
Mockito,22,java.lang.RuntimeException,"org.mockito.internal.matchers.Equality:areEqual:[Object o1, Object o2]:boolean",org/mockito/internal/reporting,test/org/mockito/exceptions
Mockito,22,java.lang.RuntimeException,"org.mockito.internal.matchers.Equality:areEqual:[Object o1, Object o2]:boolean",org/mockito/internal/exceptions/stacktrace,test/org/mockito/internal/exceptions/base
Mockito,22,java.lang.RuntimeException,"org.mockito.internal.matchers.Equality:areEqual:[Object o1, Object o2]:boolean",org/mockito/internal/util/collections,test/org/mockito/internal/util
Mockito,22,java.lang.RuntimeException,"org.mockito.internal.matchers.Equality:areEqual:[Object o1, Object o2]:boolean",org/mockitousage/annotation,test/org/mockitousage/basicapi
Mockito,38,java.lang.NullPointerException#java.lang.NullPointerException,"org.mockito.internal.verification.argumentmatching.ArgumentMatchingTool:toStringEquals:[Matcher m, Object arg]:boolean",org/mockito/internal,src/org/mockito
Mockito,38,java.lang.NullPointerException#java.lang.NullPointerException,"org.mockito.internal.verification.argumentmatching.ArgumentMatchingTool:toStringEquals:[Matcher m, Object arg]:boolean",org/mockito/internal/util,src/org/mockito/exceptions
Mockito,38,java.lang.NullPointerException#java.lang.NullPointerException,"org.mockito.internal.verification.argumentmatching.ArgumentMatchingTool:toStringEquals:[Matcher m, Object arg]:boolean",org/mockito/stubbing,src/org/mockito/internal/progress
Mockito,38,java.lang.NullPointerException#java.lang.NullPointerException,"org.mockito.internal.verification.argumentmatching.ArgumentMatchingTool:toStringEquals:[Matcher m, Object arg]:boolean",org/mockito/internal/stubbing/answers,src/org/mockito/internal/stubbing
Mockito,38,java.lang.NullPointerException#java.lang.NullPointerException,"org.mockito.internal.verification.argumentmatching.ArgumentMatchingTool:toStringEquals:[Matcher m, Object arg]:boolean",org/mockito,src/org/mockito/internal
Mockito,38,java.lang.NullPointerException#java.lang.NullPointerException,"org.mockito.internal.verification.argumentmatching.ArgumentMatchingTool:toStringEquals:[Matcher m, Object arg]:boolean",org/mockito/internal/stubbing/answers,test/org/mockito/internal/stubbing
Mockito,38,java.lang.NullPointerException#java.lang.NullPointerException,"org.mockito.internal.verification.argumentmatching.ArgumentMatchingTool:toStringEquals:[Matcher m, Object arg]:boolean",org/mockitousage/basicapi,test/org/mockitousage
Mockito,38,java.lang.NullPointerException#java.lang.NullPointerException,"org.mockito.internal.verification.argumentmatching.ArgumentMatchingTool:toStringEquals:[Matcher m, Object arg]:boolean",org/mockitousage/spies,test/org/mockitousage
Mockito,38,java.lang.NullPointerException#java.lang.NullPointerException,"org.mockito.internal.verification.argumentmatching.ArgumentMatchingTool:toStringEquals:[Matcher m, Object arg]:boolean",org/mockito/internal,test/org/mockitousage
Mockito,38,java.lang.NullPointerException#java.lang.NullPointerException,"org.mockito.internal.verification.argumentmatching.ArgumentMatchingTool:toStringEquals:[Matcher m, Object arg]:boolean",org/mockito/internal,test/org/mockitousage/misuse
Codec,3,junit.framework.ComparisonFailure,"org.apache.commons.codec.language.DoubleMetaphone:handleL:[String value, DoubleMetaphoneResult result, int index]:int#org.apache.commons.codec.language.DoubleMetaphone:conditionL0:[String value, int index]:boolean#org.apache.commons.codec.language.DoubleMetaphone:handleG:[String value, DoubleMetaphoneResult result, int index, boolean slavoGermanic]:int#org.apache.commons.codec.language.DoubleMetaphone:contains:[String value, int start, int length, String[] criteria]:boolean",,
Codec,4,junit.framework.AssertionFailedError#junit.framework.AssertionFailedError,"org.apache.commons.codec.binary.Base64:Base64:[]:null#org.apache.commons.codec.binary.Base64InputStream:Base64InputStream:[InputStream in, boolean doEncode]:null#org.apache.commons.codec.binary.Base64OutputStream:Base64OutputStream:[OutputStream out, boolean doEncode]:null",,
Codec,6,junit.framework.AssertionFailedError,"org.apache.commons.codec.binary.Base64InputStream:read:[byte b[], int offset, int len]:int",,
Codec,8,java.lang.ArrayIndexOutOfBoundsException,"org.apache.commons.codec.binary.Base64:setInitialBuffer:[byte[] out, int outPos, int outAvail]:void#org.apache.commons.codec.binary.Base64:encode:[byte[] pArray]:byte[]#org.apache.commons.codec.binary.Base64:readResults:[byte[] b, int bPos, int bAvail]:int#org.apache.commons.codec.binary.Base64:encode:[byte[] in, int inPos, int inAvail]:void#org.apache.commons.codec.binary.Base64:decode:[byte[] pArray]:byte[]#org.apache.commons.codec.binary.Base64InputStream:read:[byte b[], int offset, int len]:int",,
Codec,14,junit.framework.AssertionFailedError,"org.apache.commons.codec.language.bm.Languages\$LanguageSet:restrictTo:[LanguageSet other]:LanguageSet#org.apache.commons.codec.language.bm.Languages\$SomeLanguages:toString:[]:String#org.apache.commons.codec.language.bm.PhoneticEngine:applyFinalRules:[final PhonemeBuilder phonemeBuilder, final Map<String,List<Rule>> finalRules]:PhonemeBuilder#org.apache.commons.codec.language.bm.Rule\$Phoneme:join:[final Phoneme right]:Phoneme#org.apache.commons.codec.language.bm.Rule:parseRules:[final Scanner scanner, final String location]:Map<String,List<Rule>>",,
Compress,6,junit.framework.AssertionFailedError,org.apache.commons.compress.archivers.zip.ZipArchiveEntry:equals:[Object obj]:boolean#org.apache.commons.compress.archivers.zip.ZipArchiveEntry:ZipArchiveEntry:[String name]:null#org.apache.commons.compress.archivers.zip.ZipArchiveEntry:ZipArchiveEntry:[]:null,,
Jsoup,26,java.lang.NullPointerException,org.jsoup.safety.Cleaner:clean:[Document dirtyDocument]:Document,,
Jsoup,43,junit.framework.AssertionFailedError#junit.framework.AssertionFailedError,"org.jsoup.nodes.Element:indexInList:[Element search, List<E> elements]:Integer",,
Jsoup,57,java.util.ConcurrentModificationException,org.jsoup.nodes.Attributes:removeIgnoreCase:[String key]:void,,
Jsoup,79,java.lang.UnsupportedOperationException,org.jsoup.nodes.LeafNode:ensureChildNodes:[]:List<Node>,,
Jsoup,88,junit.framework.AssertionFailedError,org.jsoup.nodes.Attribute:getValue:[]:String,,
Compress,1,java.io.EOFException,org.apache.commons.compress.archivers.cpio.CpioArchiveOutputStream:closeArchiveEntry:[]:void#org.apache.commons.compress.archivers.cpio.CpioArchiveOutputStream:finish:[]:void#org.apache.commons.compress.archivers.cpio.CpioArchiveOutputStream:putNextEntry:[final CpioArchiveEntry e]:void#org.apache.commons.compress.archivers.cpio.CpioArchiveOutputStream:close:[]:void#org.apache.commons.compress.archivers.cpio.CpioArchiveOutputStream:closeEntry:[]:void,,
Compress,3,junit.framework.AssertionFailedError,org.apache.commons.compress.archivers.ArchiveOutputStream:finish:[]:void#org.apache.commons.compress.archivers.ar.ArArchiveOutputStream:finish:[]:void#org.apache.commons.compress.archivers.ar.ArArchiveOutputStream:close:[]:void#org.apache.commons.compress.archivers.cpio.CpioArchiveOutputStream:finish:[]:void#org.apache.commons.compress.archivers.tar.TarArchiveOutputStream:finish:[]:void#org.apache.commons.compress.archivers.tar.TarArchiveOutputStream:closeArchiveEntry:[]:void#org.apache.commons.compress.archivers.tar.TarArchiveOutputStream:putArchiveEntry:[ArchiveEntry archiveEntry]:void#org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream:finish:[]:void,,
Closure,153,junit.framework.AssertionFailedError#junit.framework.AssertionFailedError,"com.google.javascript.jscomp.AliasExternals\$GlobalGatherer:visit:[NodeTraversal t, Node n, Node parent]:void#com.google.javascript.jscomp.AliasExternals:aliasGlobals:[Node externs, Node root]:void#com.google.javascript.jscomp.Normalize\$DuplicateDeclarationHandler:onRedeclaration:[Scope s, String name, Node n, Node parent, Node gramps, Node nodeWithLineNumber]:void#com.google.javascript.jscomp.SyntacticScopeCreator\$DefaultRedeclarationHandler:onRedeclaration:[Scope s, String name, Node n, Node parent, Node gramps, Node nodeWithLineNumber]:void#com.google.javascript.jscomp.SyntacticScopeCreator:scanRoot:[Node n, Scope parent]:void#com.google.javascript.jscomp.SyntacticScopeCreator:scanVars:[Node n, Node parent]:void#com.google.javascript.jscomp.SyntacticScopeCreator:declareVar:[String name, Node n, Node parent, Node gramps, JSType declaredType, Node nodeWithLineNumber]:void#com.google.javascript.jscomp.SyntacticScopeCreator\$RedeclarationHandler:onRedeclaration:[Scope s, String name, Node n, Node parent, Node gramps, Node nodeWithLineNumber]:void",,
Closure,170,junit.framework.AssertionFailedError,"com.google.javascript.jscomp.AbstractCfgNodeTraversalCallback:isEnteringNewCfgNode:[Node n]:boolean#com.google.javascript.jscomp.FlowSensitiveInlineVariables:checkLeftOf:[Node n, Node expressionRoot, Predicate<Node> predicate]:boolean#com.google.javascript.jscomp.FlowSensitiveInlineVariables\$Candidate:getNumUseInUseCfgNode:[Node n]:void#com.google.javascript.jscomp.FlowSensitiveInlineVariables\$Candidate:canInline:[final Scope scope]:boolean#com.google.javascript.jscomp.MustBeReachingVariableDef\$Definition:equals:[Object other]:boolean",,
Time,5,java.lang.UnsupportedOperationException#java.lang.UnsupportedOperationException#java.lang.UnsupportedOperationException,org.joda.time.Period:normalizedStandard:[PeriodType type]:Period,,
Time,15,junit.framework.AssertionFailedError,"org.joda.time.field.FieldUtils:safeMultiply:[long val1, int scalar]:long#org.joda.time.field.FieldUtils:safeMultiply:[int val1, int val2]:int",,
Cli,29,junit.framework.ComparisonFailure,org.apache.commons.cli.Util:stripLeadingAndTrailingQuotes:[String str]:String,,
Closure,27,java.lang.IllegalStateException#java.lang.IllegalStateException#java.lang.IllegalStateException,"com.google.javascript.rhino.IR:tryCatchFinally:[Node tryBody, Node catchNode, Node finallyBody]:Node#com.google.javascript.rhino.IR:tryFinally:[Node tryBody, Node finallyBody]:Node#com.google.javascript.rhino.IR:tryCatch:[Node tryBody, Node catchNode]:Node",,
Codec,10,junit.framework.ComparisonFailure,org.apache.commons.codec.language.Caverphone:caverphone:[String txt]:String,,
Codec,18,java.lang.StringIndexOutOfBoundsException#java.lang.StringIndexOutOfBoundsException,"org.apache.commons.codec.binary.StringUtils:equals:[final CharSequence cs1, final CharSequence cs2]:boolean",,
Compress,26,junit.framework.AssertionFailedError#junit.framework.AssertionFailedError,"org.apache.commons.compress.utils.IOUtils:skip:[InputStream input, long numToSkip]:long#org.apache.commons.compress.utils.IOUtils:copy:[final InputStream input, final OutputStream output]:long",,
Compress,39,junit.framework.AssertionFailedError,org.apache.commons.compress.utils.ArchiveUtils:sanitize:[String s]:String,,
Compress,44,junit.framework.AssertionFailedError,"org.apache.commons.compress.utils.ChecksumCalculatingInputStream:ChecksumCalculatingInputStream:[final Checksum checksum, final InputStream in]:null",,
Compress,7,junit.framework.ComparisonFailure,"org.apache.commons.compress.archivers.tar.TarUtils:parseName:[byte[] buffer, final int offset, final int length]:String",,
Compress,8,junit.framework.AssertionFailedError,"org.apache.commons.compress.archivers.tar.TarUtils:parseOctal:[byte[] buffer, final int offset, final int length]:long",,
Gson,15,java.lang.IllegalArgumentException,com.google.gson.stream.JsonWriter:value:[double value]:JsonWriter,,
JacksonCore,14,junit.framework.AssertionFailedError,"com.fasterxml.jackson.core.io.IOContext:_verifyRelease:[char[] toRelease, char[] src]:void#com.fasterxml.jackson.core.io.IOContext:_verifyRelease:[byte[] toRelease, byte[] src]:void#com.fasterxml.jackson.core.io.IOContext:wrongBuf:[]:IllegalArgumentException",,
JacksonCore,4,junit.framework.AssertionFailedError,com.fasterxml.jackson.core.util.TextBuffer:expandCurrentSegment:[]:char[],,
JacksonCore,5,java.lang.NumberFormatException,com.fasterxml.jackson.core.JsonPointer:_parseIndex:[String str]:int,,
JacksonCore,6,junit.framework.AssertionFailedError,com.fasterxml.jackson.core.JsonPointer:_parseIndex:[String str]:int,,
JacksonCore,8,java.lang.NullPointerException,com.fasterxml.jackson.core.util.TextBuffer:getTextBuffer:[]:char[],,
Jsoup,27,junit.framework.AssertionFailedError#junit.framework.AssertionFailedError,org.jsoup.helper.DataUtil:getCharsetFromContentType:[String contentType]:String,,
Jsoup,4,junit.framework.AssertionFailedError#junit.framework.AssertionFailedError,org.jsoup.nodes.Entities:unescape:[String string]:String,,
Jsoup,85,junit.framework.AssertionFailedError,"org.jsoup.nodes.Attribute:Attribute:[String key, String val, Attributes parent]:null",,
Jsoup,9,junit.framework.AssertionFailedError,org.jsoup.nodes.Entities:unescape:[String string]:String,,
Lang,14,junit.framework.AssertionFailedError,"org.apache.commons.lang3.StringUtils:equals:[CharSequence cs1, CharSequence cs2]:boolean#org.apache.commons.lang3.StringUtils:equalsIgnoreCase:[CharSequence str1, CharSequence str2]:boolean",,
Lang,19,java.lang.StringIndexOutOfBoundsException#java.lang.StringIndexOutOfBoundsException,"org.apache.commons.lang3.text.translate.NumericEntityUnescaper:translate:[CharSequence input, int index, Writer out]:int",,
Lang,21,junit.framework.AssertionFailedError,"org.apache.commons.lang3.time.DateUtils:isSameLocalTime:[Calendar cal1, Calendar cal2]:boolean",,
Lang,22,junit.framework.AssertionFailedError#junit.framework.AssertionFailedError,"org.apache.commons.lang3.math.Fraction:greatestCommonDivisor:[int u, int v]:int",,
Lang,25,junit.framework.AssertionFailedError,,,
Lang,26,junit.framework.ComparisonFailure,org.apache.commons.lang3.time.FastDateFormat:format:[Date date]:String,,
Lang,28,junit.framework.ComparisonFailure,"org.apache.commons.lang3.text.translate.NumericEntityUnescaper:translate:[CharSequence input, int index, Writer out]:int",,
Lang,31,junit.framework.AssertionFailedError#junit.framework.AssertionFailedError,"org.apache.commons.lang3.StringUtils:containsAny:[CharSequence cs, char[] searchChars]:boolean",,
Lang,40,junit.framework.AssertionFailedError,"org.apache.commons.lang.StringUtils:containsIgnoreCase:[String str, String searchStr]:boolean",,
Lang,43,java.lang.OutOfMemoryError,"org.apache.commons.lang.text.ExtendedMessageFormat:appendQuotedString:[String pattern, ParsePosition pos, StringBuffer appendTo, boolean escapingOn]:StringBuffer",,
Lang,44,java.lang.StringIndexOutOfBoundsException,org.apache.commons.lang.NumberUtils:createNumber:[String val]:Number,,
Lang,45,java.lang.StringIndexOutOfBoundsException,"org.apache.commons.lang.WordUtils:abbreviate:[String str, int lower, int upper, String appendToEnd]:String",,
Lang,47,java.lang.NullPointerException#java.lang.NullPointerException,"org.apache.commons.lang.text.StrBuilder:appendFixedWidthPadRight:[Object obj, int width, char padChar]:StrBuilder#org.apache.commons.lang.text.StrBuilder:appendFixedWidthPadLeft:[Object obj, int width, char padChar]:StrBuilder",,
Lang,48,junit.framework.AssertionFailedError,"org.apache.commons.lang.builder.EqualsBuilder:append:[Object lhs, Object rhs]:EqualsBuilder",,
Lang,49,junit.framework.AssertionFailedError,org.apache.commons.lang.math.Fraction:reduce:[]:Fraction,,
Lang,52,junit.framework.ComparisonFailure,"org.apache.commons.lang.StringEscapeUtils:escapeJavaStyleString:[Writer out, String str, boolean escapeSingleQuote]:void",,
Lang,54,java.lang.IllegalArgumentException,org.apache.commons.lang.LocaleUtils:toLocale:[String str]:Locale,,
Lang,55,junit.framework.AssertionFailedError,org.apache.commons.lang.time.StopWatch:stop:[]:void,,
Lang,57,java.lang.NullPointerException#java.lang.NullPointerException#java.lang.NullPointerException#java.lang.NullPointerException#java.lang.NullPointerException#java.lang.NullPointerException#java.lang.NullPointerException#java.lang.NullPointerException#java.lang.NullPointerException#java.lang.NullPointerException#java.lang.NullPointerException,org.apache.commons.lang.LocaleUtils:isAvailableLocale:[Locale locale]:boolean,,
Lang,60,junit.framework.AssertionFailedError,"org.apache.commons.lang.text.StrBuilder:indexOf:[char ch, int startIndex]:int#org.apache.commons.lang.text.StrBuilder:contains:[char ch]:boolean",,
Lang,61,junit.framework.AssertionFailedError#java.lang.ArrayIndexOutOfBoundsException,"org.apache.commons.lang.text.StrBuilder:indexOf:[String str, int startIndex]:int",,
Lang,64,junit.framework.AssertionFailedError,org.apache.commons.lang.enums.ValuedEnum:compareTo:[Object other]:int,,
Math,101,java.lang.StringIndexOutOfBoundsException,"org.apache.commons.math.complex.ComplexFormat:parse:[String source, ParsePosition pos]:Complex",,
Math,103,org.apache.commons.math.MaxIterationsExceededException,org.apache.commons.math.distribution.NormalDistributionImpl:cumulativeProbability:[double x]:double,,
Math,104,junit.framework.AssertionFailedError,,,
Math,105,junit.framework.AssertionFailedError,org.apache.commons.math.stat.regression.SimpleRegression:getSumSquaredErrors:[]:double,,
Math,106,junit.framework.AssertionFailedError,"org.apache.commons.math.fraction.ProperFractionFormat:parse:[String source, ParsePosition pos]:Fraction",,
Math,17,junit.framework.AssertionFailedError,org.apache.commons.math3.dfp.Dfp:multiply:[final int x]:Dfp,,
Math,25,junit.framework.AssertionFailedError,org.apache.commons.math3.optimization.fitting.HarmonicFitter\$ParameterGuesser:guessAOmega:[]:void,,
Math,3,java.lang.ArrayIndexOutOfBoundsException,"org.apache.commons.math3.util.MathArrays:linearCombination:[final double[] a, final double[] b]:double",,
Math,35,junit.framework.AssertionFailedError,"org.apache.commons.math3.genetics.ElitisticListPopulation:ElitisticListPopulation:[final List<Chromosome> chromosomes, final int populationLimit, final double elitismRate]:null#org.apache.commons.math3.genetics.ElitisticListPopulation:ElitisticListPopulation:[final int populationLimit, final double elitismRate]:null",,
Math,54,junit.framework.AssertionFailedError,"org.apache.commons.math.dfp.Dfp:toDouble:[]:double#org.apache.commons.math.dfp.Dfp:Dfp:[final DfpField field, double x]:null",,
Math,55,junit.framework.AssertionFailedError,"org.apache.commons.math.geometry.Vector3D:crossProduct:[Vector3D v1, Vector3D v2]:Vector3D",,
Math,63,junit.framework.AssertionFailedError,"org.apache.commons.math.util.MathUtils:roundUnscaled:[double unscaled, double sign, int roundingMethod]:double#org.apache.commons.math.util.MathUtils:equals:[double x, double y]:boolean#org.apache.commons.math.util.MathUtils:equals:[double[] x, double[] y]:boolean#org.apache.commons.math.util.MathUtils:checkOrder:[double[] val, int dir, boolean strict]:void#org.apache.commons.math.util.MathUtils:safeNorm:[double[] v]:double#org.apache.commons.math.util.MathUtils:nextAfter:[double d, double direction]:double#org.apache.commons.math.util.MathUtils:scalb:[final double d, final int scaleFactor]:double",,
Math,70,java.lang.NullPointerException,"org.apache.commons.math.analysis.solvers.BisectionSolver:solve:[final UnivariateRealFunction f, double min, double max, double initial]:double",,
Math,79,java.lang.NullPointerException,"org.apache.commons.math.util.MathUtils:distance:[int[] p1, int[] p2]:double",,
Math,92,junit.framework.AssertionFailedError,"org.apache.commons.math.util.MathUtils:binomialCoefficientDouble:[final int n, final int k]:double#org.apache.commons.math.util.MathUtils:binomialCoefficient:[final int n, final int k]:long#org.apache.commons.math.util.MathUtils:binomialCoefficientLog:[final int n, final int k]:double",,
Math,93,junit.framework.AssertionFailedError,"org.apache.commons.math.util.MathUtils:factorial:[final int n]:long#org.apache.commons.math.util.MathUtils:factorialLog:[final int n]:double#org.apache.commons.math.util.MathUtils:equals:[double[] x, double[] y]:boolean#org.apache.commons.math.util.MathUtils:factorialDouble:[final int n]:double",,
Math,96,junit.framework.AssertionFailedError,org.apache.commons.math.complex.Complex:equals:[Object other]:boolean,,
Math,97,java.lang.IllegalArgumentException,"org.apache.commons.math.analysis.BrentSolver:solve:[double min, double max]:double",,
